,player_api_id,pac,sho,pas,dri,def,phy,cluster
0,2625,65.07142857142857,53.523809523809526,54.57142857142857,59.12857142857142,58.34285714285714,65.76785714285714,cluster_4
1,2752,41.904761904761905,33.61904761904763,42.087301587301596,49.83809523809522,70.81904761904764,69.98809523809524,cluster_9
2,2768,57.92857142857143,34.30158730158731,48.920634920634924,56.93333333333333,72.67619047619048,66.5952380952381,cluster_5
3,2770,61.0,67.43333333333332,70.78888888888888,68.32,41.093333333333334,56.88333333333333,cluster_7
4,2790,71.0,47.53333333333334,65.03333333333333,65.75999999999999,67.36,67.7,cluster_6
5,2796,53.6,20.31111111111111,20.588888888888896,43.08,19.386666666666667,47.45,cluster_2
6,2802,80.38636363636364,73.0909090909091,75.06060606060605,79.04545454545455,45.30909090909089,59.65909090909091,cluster_7
7,2805,67.19642857142857,51.93452380952382,64.36904761904763,66.90714285714284,66.3,75.74107142857143,cluster_4
8,2857,64.21875,61.24999999999999,65.95833333333333,71.35,35.86249999999999,55.046875,cluster_7
9,2862,83.88235294117646,70.03431372549021,68.96568627450979,76.84705882352942,34.45882352941176,62.81617647058823,cluster_8
10,2907,69.75957280043998,52.35335994613442,66.26986371303599,68.95988515887434,47.22590499088185,51.87227912817803,cluster_3
11,2973,61.333333333333336,62.51851851851851,65.86111111111111,64.82222222222221,62.76666666666668,66.48611111111111,cluster_4
12,2977,43.6875,43.54166666666667,42.395833333333336,47.575,68.3,70.0,cluster_9
13,2983,54.525,73.45,53.98333333333333,60.279999999999994,40.93000000000001,74.35,cluster_0
14,2984,65.8125,32.916666666666664,30.520833333333336,49.75,28.675000000000004,61.21875,cluster_2
15,3140,72.0,56.07142857142856,62.61904761904761,67.65714285714286,61.114285714285714,68.92857142857143,cluster_6
16,3204,75.70689655172414,73.23563218390801,74.33908045977009,80.07586206896552,47.44827586206897,57.560344827586206,cluster_7
17,3263,66.16666666666667,45.25587502350394,50.930898011382745,56.68229905292757,58.313871453929686,69.07752184732453,cluster_6
18,3264,61.5,61.3,47.666666666666664,61.04,43.96,61.25,cluster_0
19,3316,69.84615384615384,54.820512820512825,63.064102564102555,63.41538461538461,63.89230769230768,70.28846153846153,cluster_4
20,3329,57.1,46.36666666666667,51.93333333333334,55.28000000000001,63.68000000000001,65.3,cluster_9
21,3377,67.04545454545455,62.09090909090908,66.05050505050504,69.3818181818182,51.14545454545453,65.28030303030303,cluster_3
22,3441,53.0,49.78571428571428,59.130952380952365,63.72857142857144,67.52857142857144,70.07142857142857,cluster_9
23,3512,75.61538461538461,64.76923076923077,66.79487179487181,67.8153846153846,51.2153846153846,58.01923076923077,cluster_7
24,3517,81.35705912749272,77.79789209427935,71.5970530686392,74.27085167034626,39.50386158635001,76.6520486549981,cluster_0
25,3520,78.6,76.24000000000001,77.42666666666669,81.98400000000001,33.47199999999999,57.78,cluster_7
26,4747,41.6,40.32370981668492,37.11482609333366,46.68777625653922,68.28336933683397,71.65907788825382,cluster_5
27,4863,43.375,32.916666666666664,40.04166666666667,42.1,66.2,64.0,cluster_9
28,4902,70.06818181818181,60.1060606060606,67.62878787878786,72.99090909090908,63.17272727272728,75.31818181818181,cluster_4
29,4939,65.63636363636364,24.469696969696976,40.11363636363636,52.372727272727275,58.100000000000016,72.8409090909091,cluster_5
30,4999,58.6875,53.854166666666664,41.333333333333336,49.89999999999999,30.724999999999998,59.84375,cluster_0
31,5016,77.27272727272727,39.66666666666667,51.86363636363637,66.03636363636363,57.87272727272725,69.5909090909091,cluster_1
32,5044,35.15384615384615,24.730769230769226,23.884615384615383,41.47692307692308,19.06153846153847,56.73076923076923,cluster_2
33,5047,47.1875,18.9375,23.6875,34.6,16.025,56.875,cluster_2
34,5063,62.142857142857146,63.92857142857143,67.22619047619047,64.24285714285715,63.55714285714286,70.35714285714286,cluster_4
35,5184,64.0,56.9881336044522,52.97632550096359,57.26659452472141,37.22806838660514,57.68979045943537,cluster_0
36,5192,74.875,67.70833333333333,66.75,73.10000000000001,59.949999999999996,73.0,cluster_3
37,5202,62.68,55.286666666666676,56.20000000000001,64.30399999999999,68.544,75.95,cluster_9
38,5217,65.5,69.35416666666667,72.20833333333334,72.675,46.49999999999999,66.78125,cluster_7
39,5223,64.5909090909091,59.40909090909092,51.01515151515151,64.09090909090911,31.49090909090909,57.86363636363637,cluster_0
40,5233,60.666666666666664,40.583333333333336,43.194444444444436,54.56666666666666,66.66666666666667,65.125,cluster_6
41,5243,68.84649262240147,65.59457874348688,74.85685805592823,67.85773099065251,38.71425758887779,57.27203964481327,cluster_7
42,5247,54.76504297211996,59.864803724877895,61.54311916810415,60.59410524965966,56.840707842814346,55.7635814871369,cluster_4
43,5272,66.0952380952381,51.91269841269842,59.43650793650795,60.419047619047625,61.723809523809514,75.44047619047619,cluster_4
44,5362,70.5,56.67111773258444,56.77419330800087,67.503487876866,53.82253499041868,58.74726418139693,cluster_3
45,5440,49.5,20.166666666666668,23.777777777777775,41.19999999999999,16.333333333333332,55.25,cluster_2
46,5468,57.5,61.458333333333336,39.5,56.45,29.4,65.0,cluster_0
47,5610,73.23684210526316,65.5701754385965,70.35964912280704,71.9263157894737,53.95789473684209,55.18421052631579,cluster_7
48,5629,66.4,64.03333333333333,68.5,70.0,36.92,56.6,cluster_7
49,5631,68.78571428571429,61.869047619047606,53.0595238095238,64.52857142857142,39.34285714285714,64.16071428571429,cluster_0
50,5662,62.25,66.69791666666667,49.281250000000014,57.17499999999999,41.087500000000006,61.546875,cluster_0
51,5686,65.66666666666667,47.944444444444436,55.47222222222222,61.06666666666666,61.900000000000006,68.25,cluster_6
52,5687,74.1,59.2,53.16666666666667,65.0,60.96,71.9,cluster_4
53,5693,61.166666666666664,60.03333333333333,60.00000000000001,63.84,66.78666666666668,72.73333333333333,cluster_4
54,5700,72.16666666666667,60.76710292838331,55.778043785252756,66.17422445086582,41.558066010027744,64.37041493689502,cluster_7
55,5703,70.8,67.95555555555556,65.08888888888889,71.16,44.45333333333334,61.43333333333333,cluster_7
56,5710,37.61538461538461,24.64102564102564,21.871794871794876,37.64615384615386,17.692307692307686,49.86538461538461,cluster_2
57,6757,56.25,36.166666666666664,45.833333333333336,50.6,61.0,64.25,cluster_9
58,6771,67.0,43.833333333333336,48.0,58.6,59.4,66.5,cluster_1
59,6798,63.0,34.666666666666664,39.166666666666664,48.4,61.79999999999999,70.75,cluster_5
60,6800,49.94444444444444,42.70370370370372,47.925925925925924,50.85555555555555,65.67777777777779,69.61111111111111,cluster_9
61,6803,58.0,49.820413134094025,50.38335913300656,55.10382067339473,55.966482825306734,65.36646130511753,cluster_6
62,6824,83.28571428571429,54.73809523809524,53.54761904761905,64.45714285714287,34.42857142857143,60.57142857142857,cluster_8
63,6853,65.421875,65.39583333333331,69.875,69.80624999999996,63.937499999999986,71.4296875,cluster_4
